Titre;Ville;Date début;Date de fin
French Tech in the Alps – Chambéry partenaire de Digital Montagne;Chambéry;2017-04-20;2017-04-21
Pièce de théâtre 'A la rencontre de François de Bonne, duc de Lesdiguières ';Termignon;2017-09-16;2017-09-16
Visite de l'Espace Alu, musée de l’épopée de l'aluminium dans les Alpes !;Saint-Michel-de-Maurienne;2017-09-16;2017-09-17
NE PAS VALIDER / PAS EN NORMANDIE / Visite libre de l'église Saint-Jean-Pied-Gauthier sur la route des églises en Combe de Savoie;Coise-Saint-Jean-Pied-Gauthier;2017-09-17;2017-09-17
NE PAS VALIDER / PAS EN NORMANDIE / Visite libre de l'église de Villard d'Héry sur la route des églises en Combe de Savoie;Villard-d'Héry;2017-09-17;2017-09-17
Rois, reines et châteaux - chasse au trésor;Motz;2018-01-20;2018-01-20
Expositions peintures, aquarelles, objets en pyrogravure et photos anciennes à la grange du charpentier.;Hautecour;2018-09-16;2018-09-16
Visite libre du musée de Saint-Martin-de-Belleville.;Saint-Martin-de-Belleville;2018-09-15;2018-09-16
Concert au coeur du jardin vagabond;Aix-les-Bains;2018-06-02;2018-06-02
Lecture de paysage ludique sur les tours d'Albertville 'Détournons les tours';Albertville;2018-10-21;2018-10-21
Balade 'botanique et naturopathie' sur le jardin vagabond;Aix-les-Bains;2018-09-15;2018-09-15
Place du soleil dans le bâtiment durable;Chambéry;2018-10-06;2018-10-07
Visite guidée du moulin et de la tournerie sur bois;Crest-Voland;2018-09-15;2018-09-16
Office avec la Communauté du Chemin Neuf vivant à l'abbaye.;Saint-Pierre-de-Curtille;2018-09-15;2018-09-15
Café brocante Polaroid;Aix-les-Bains;2019-04-02;2019-04-30
Visite commentée du muséum d'histoire naturelle;Chambéry;2015-09-19;2015-09-20
Visite libre de la Tour mi-ronde;Chambéry;2015-09-19;2015-09-20
Promenade de découverte du Parc des Thermes et du jardin japonais;Aix-les-Bains;2015-06-06;2015-06-06
Projection du film ' Ugine cité radieuse';Ugine;2014-05-17;2014-05-17
Visite guidée du musée régional de la Vigne et du Vin;Montmélian;2015-09-20;2015-09-20
La source de Saint-Saturnin;Chambéry;2015-09-20;2015-09-20
Une bande dessinée médiévale;Bourg-Saint-Maurice;2015-09-19;2015-09-19
Scène du Théâtre de Verdure;Aix-les-Bains;2015-06-21;2015-06-21
Orange Bud / La Motte Servolex;La Motte-Servolex;2014-06-14;2014-06-14
CIE ARTIFLETTE;Lescheraines;2014-11-28;2014-11-28
Braderie de Printemps;;2016-04-03;2016-04-03
Visite guidée de l'espace St-Eloi et de l'Eglise baroque;Séez;2015-09-19;2015-09-19
Concert électro acoustique intimiste;Chambéry;2014-05-17;2014-05-17
Visite libre et projections;Albertville;2014-05-17;2014-05-17
Création d'un ouvrage forgé par Martial Varvat et Ludovic Biais;Saint-Pierre-d'Entremont;2015-09-20;2015-09-20
A la découverte des oiseaux des Charmettes;Chambéry;2015-06-06;2015-06-06
Visite commentée 'Télégraphe Chappe du Mollard Fleury';Sollières-Sardières;2015-09-20;2015-09-20
Lecture de paysage : Chambéry et ses environs;Chambéry;2015-09-19;2015-09-20
Visite libre de l'église St Michel et de la chapelle St Sébastien;Lanslevillard;2015-09-20;2015-09-20
Scène de la Sainte Chapelle du Château de Chambéry;Chambéry;2015-06-21;2015-06-21
Visite commentée 'Découverte du patrimoine naturel de la vallée du Ponturin';Peisey-Nancroix;2015-09-19;2015-09-19
Visite libre du musée Pierre-Borrione;Aime;2015-09-19;2015-09-20
visite de terrain - GRÉSY SUR AIX - cycle de formation sur la densité;Grésy-sur-Aix;2017-03-16;2017-03-16
Les édifices communaux: symboles de citoyenneté;Yenne;2016-09-18;2016-09-18
Les résidences des ducs de Savoie au XVe siècle;Chambéry;2016-09-17;2016-09-18
Le faubourg Montmélian;Chambéry;2016-09-17;2016-09-17
La Révolution à Chambéry;Chambéry;2016-09-17;2016-09-17
Exposition sur l'histoire du monument de la Victoire d'Alfred Boucher;Aix-les-Bains;2016-09-16;2016-09-18
Les Assoliades de la FAGE;Saint-Julien-Mont-Denis;2016-06-23;2016-06-26
4M : Martinu, Mahler, Moari, Mozart;Chambéry;2017-04-01;2017-04-01
Musée de l'ours des cavernes;Entremont-le-Vieux;2016-10-09;2016-10-09
Ensemble trombone tuba accordéon du Conservatoire de musique et de Maurienne;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
C;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
Visite découverte des vestiges du fort de Montmélian;Montmélian;2016-09-17;2016-09-18
Visite du centre de météorologie;Bourg-Saint-Maurice;2017-09-16;2017-09-17
Eglise saint Nicolas de Saint-Nicolas-la-Chapelle - Diocèse de Chambéry - 73;Saint-Nicolas-la-Chapelle;2017-07-02;2017-07-02
Mystère à Cordon : l'héritage du général;Chambéry;2017-09-16;2017-09-17
Les chantiers de restauration de la Leysse à vélo;Chambéry;2017-09-17;2017-09-17
Concert rock/Dj disco-house;Aix-les-Bains;2017-06-21;2017-06-21
Rock'n fly;Aix-les-Bains;2017-06-21;2017-06-21
Djack Experience;Chambéry;2017-06-21;2017-06-21
A l'assaut de Tamié !;Mercury;2017-09-17;2017-09-17
Qu'est-ce qu'une maison forte?;Montailleur;2017-09-16;2017-09-17
Découvrez notre musée historique !;Montmélian;2017-09-16;2017-09-17
'La classe, l'œuvre !';Aix-les-Bains;2016-05-21;2016-05-21
Visite flash;Albertville;2016-05-21;2016-05-21
Cathédrale Saint Pierre de Moûtiers (73600);Moutiers;2016-07-02;2016-07-02
Les Messagers du vent;Chambéry;2017-09-16;2017-09-17
Running Tree;Lescheraines;2017-11-24;2017-11-24
Rois, reines et châteaux - atelier créatif;Motz;2018-01-20;2018-01-20
Atelier Gourmand : Samedi 20 janvier à 14h45 à Mosaïca;Saint-Michel-de-Maurienne;2018-01-20;2018-01-20
Soirée lectures et tisanes !;Viviers-du-Lac;2018-01-20;2018-01-20
Visite de l'entreprise ECOTIM;La Rochette;2018-03-29;2018-03-29
JNSC en Savoie - Massif des Bauges;Arith;2018-06-30;2018-07-01
Visite commentée du moulin a huile.;Aigueblanche;2018-09-16;2018-09-16
Dégustation musicale.;Montmélian;2018-09-16;2018-09-16
Les amis du musée partagent leurs passions autour d'animations.;Chanaz;2018-09-15;2018-09-16
Visite commentée de la maison de Boigne.;Chanaz;2018-09-15;2018-09-15
Visite libre.;Chanaz;2018-09-15;2018-09-16
Visite commentée du musée régional de la vigne et du vin.;Montmélian;2018-09-16;2018-09-16
Les plants d'automne de la pépinière de l'Arclusaz présentés en terrasse.;Saint-Pierre-d'Albigny;2018-09-15;2018-09-16
Visite commentée du fort de Tamié, un géant aux portes des Grandes Alpes.;Mercury;2018-09-16;2018-09-16
AG French Tech in the Alps - Chambéry;Chambéry;2018-06-27;2018-06-27
Inititation au tennis à Chambéry;Chambéry;2018-09-22;2018-09-22
Visite libre de l'église baroque Notre-Dame de l'Assomption.;Valloire;2018-09-15;2018-09-16
Circuit au coeur du village de Corbel.;Corbel;2018-09-15;2018-09-15
Exposition temporaire ' La Savoie dans la guerre, 1914-1918 '.;Chambéry;2018-09-15;2018-09-16
Christian Viladent invité au Chateau des Allues;Saint-Pierre-d'Albigny;2018-09-15;2018-09-16
Unité de Valorisation Énergétique et de Traitement des Déchets (UVETD);Chambéry;2018-10-09;2018-10-09
Automne;Tours-en-Savoie;2018-10-10;2018-10-12
La Fête du Soleil et des Planètes;Chambéry;2018-10-06;2018-10-07
Comme si vous y étiez !;Chambéry;2018-10-06;2018-10-07
Circuit au coeur du village de Saint-Léger.;Saint-Léger;2018-09-15;2018-09-15
BATTL'EAU, bureau d'aménagement du territoire ludique sur l'eau - ouvert à tous;Chambéry;2018-10-20;2018-10-20
Visite libre de la rotonde ferroviaire de Chambéry.;Chambéry;2018-09-15;2018-09-16
Comité d'engagement société 'DEVOLA' et 'LISA-AIRPLANE';Challes-les-Eaux;2018-12-18;2018-12-18
A la découverte de nos savoir-faire fromagers et de notre agriculture de montagne;Flumet;2017-09-16;2017-09-17
Viens jouer avec Muséo !;Albertville;2017-09-16;2017-09-17
Accoufend;Chambéry;2017-06-21;2017-06-21
Eglise Saint-Laurent d'Ugine - Diocèse de Chambéry- 73;Ugine;2017-06-25;2017-06-27
Preséntation du moulin d'Arith de 1896;Arith;2017-09-16;2017-09-17
'Costumes de Maurienne';Modane;2017-09-16;2017-09-17
Goëlen group;Aix-les-Bains;2017-06-21;2017-06-21
visite de l'église;Châteauneuf;2017-09-17;2017-09-17
Inondations et aménagement des cours d’eau dans la plaine de Chambéry XVIIIe-XXe siécle : un défi urbain méconnu.;Chambéry;2017-09-15;2017-09-15
Visite libre audioguidée;Aillon-le-Jeune;2017-09-16;2017-09-17
Entrez dans la grotte… Plongez au cœur de la préhistoire, sur la piste de l’ours des cavernes !;Entremont-le-Vieux;2017-09-16;2017-09-17
Lannoy de Bissy : un cartographe savoyard de l'Afrique;Chambéry;2016-09-17;2016-09-17
Observatoire du sud du lac du Bourget;Le Bourget-du-Lac;2016-09-18;2016-09-18
Spectacle La montagne a des oreilles;Aillon-le-Jeune;2017-09-17;2017-09-17
Chapelle St Jacques de Modane;Modane;2017-09-16;2017-09-17
« Poétique d’une estive », exposition photo amp vidéo d’Alexis Bérar et Tomas Bozzato : médiation autour de l’exposition;Entremont-le-Vieux;2017-05-20;2017-05-20
Le Coeur de Savoie bat pour...Phénoménal Handball !!!;Montmélian;2017-01-29;2017-01-29
La génétique chromosomique : faire parler les chromosomes !;Chambéry;2016-10-12;2016-10-12
Enadome;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
Fils amp Tov;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
Le château de Manuel de Locatel;Albertville;2016-09-18;2016-09-18
Eglise de Saint-Nicolas-la-Chapelle en Savoie (73590);Saint-Nicolas-la-Chapelle;2016-07-02;2016-07-02
Visite commentée des Thermes historiques d'Aix-les-Bains;Aix-les-Bains;2016-09-17;2016-09-18
Chapelle Saint-Crépin;Conjux;2016-09-17;2016-09-17
La Nuit des explorateurs;Chambéry;2016-05-21;2016-05-21
Visites libres du Musée d'Arts et Traditions Populaires du Val d'Arly;Ugine;2017-09-17;2017-09-17
Chenêt des Pierres;Bozel;2016-07-04;2016-09-02
Visite libre;Albertville;2016-05-21;2016-05-21
Avoriaz, Les Arcs : 2 aventures architecturales du XXe siècle, novatrices et humaines;Albertville;2017-05-20;2017-05-20
Visite ALKOR GROUPE;;2017-03-24;2017-03-27
Eglise baroque Saint Laurent;La Côte-d'Aime;2017-09-16;2017-09-17
La restauration d'un joyau baroque;Hauteluce;2017-09-16;2017-09-16
Le Fort du Télégraphe : un balcon sur la Maurienne !;Valloire;2017-09-16;2017-09-16
Exposition 'François Cachoud, les nuits transfigurées';Chambéry;2017-05-20;2017-05-20
Explorations fonctionnelles neurologiques;Chambéry;2017-10-14;2017-10-14
Pourquoi « chercheur » et pas « trouveur » ?;Modane;2017-10-11;2017-10-11
Psychologie de l’esprit critique;Chambéry;2017-10-07;2017-10-08
Atelier illusions;Chambéry;2017-10-07;2017-10-08
Visite non-guidée de l'exposition temporaire '1914-1918 : Bauxite et aluminium au cœur de la Grande Guerre';Saint-Michel-de-Maurienne;2015-09-19;2015-09-20
Resounaboundi / Sorcellerie Sonic en duo Ben-Oundi et Tolmachov;Lescheraines;2015-11-28;2015-11-28
Allumer le champs du Feu;Beaufort;2016-04-30;2016-04-30
Pierre Menta;Beaufort;2016-03-10;2016-03-10
Un après-midi d'animations;Aix-les-Bains;2015-06-06;2015-06-06
Présentation de l'orgue;Chambéry;2015-09-19;2015-09-20
'Faites place à la lumière';Planay;2015-09-19;2015-09-20
Parcours libre 'Courts-Circuits';Chambéry;2015-09-19;2015-09-20
Découverte d'une institution bicentenaire: l'Académie des Sciences, Belles-Lettres et arts de Savoie;Chambéry;2015-09-19;2015-09-20
Atelier de pressage d'huile de noix ou de noisette;Chanaz;2015-09-19;2015-09-20
Expérience souterraine;Saint-Georges-des-Hurtières;2015-09-19;2015-09-20
Promenade au jardin pédagogique.;Le Châtelard;2015-06-07;2015-06-07
Visite de l'usine de dépollution des eaux usées;Chambéry;2015-09-19;2015-09-19
Visite commentée;Jacob-Bellecombette;2015-09-19;2015-09-20
L'INDUSTRIE AU COLLEGE;Bourg-Saint-Maurice;2016-03-03;2016-03-03
Eau H20;Aix-les-Bains;2016-06-04;2016-06-04
Rêverie multimédia Le gout est naturel;Chambéry;2015-06-05;2015-06-07
La Tête à l'Envers;Chambéry;2018-02-06;2018-02-09
La classe l'oeuvre;Aix-les-Bains;2018-05-19;2018-05-19
La Grande semaine de la Petite Enfance;CHAMBERY;2018-03-12;2018-03-18
Karaoké francophone;Chambéry;2018-03-21;2018-03-21
Visite de la centrale hydraulique Champagny Ballandaz;Planay;2018-03-29;2018-03-29
La Grande semaine de la Petite Enfance;VALCENIS;2018-03-12;2018-03-18
Visite du chalet du tour à Montsapey.;La Léchère;2018-09-16;2018-09-16
Grande déambulation exceptionnelle dans les thermes historiques.;Aix-les-Bains;2018-09-15;2018-09-16
Théâtre sur le parvis de l'église.;Chamoux-sur-Gelon;2018-09-16;2018-09-16
Spectacle 'Apollinaire le Mal-aimé'.;Aix-les-Bains;2018-09-15;2018-09-15
Visite commentée du fort de Vulmix.;Bourg-Saint-Maurice;2018-09-15;2018-09-16
Visite commentée de la centrale hydroélectrique Alpes-Hydro d'Argentine 2.;Argentine;2018-09-15;2018-09-15
Eglise baroque Saint-Pierre;Séez;2018-09-15;2018-09-16
Quand l’électricité est un jeu d’enfant;Chambéry;2018-10-06;2018-10-07
Des scientifiques dans ma ville;Chambéry;2018-10-06;2018-10-07
Val Cenis Sollières Sardières - Eglise St Etienne;Sollières-Sardières;2018-09-16;2018-09-16
Visite guidée du sanctuaire Notre-Dame-de-la-Vie.;Saint-Martin-de-Belleville;2018-09-16;2018-09-16
CHAMBERY ( 73 ) : Savoie Munch;Chambéry;2018-12-08;2018-12-08
France Ce Chambery;Chambery;2018-02-01;2018-02-01
Cuisine et lecture;Saint-Jean-de-Maurienne;2019-01-19;2019-01-19
Exposition des créations animales en acier 100% recyclé et recyclables de Sylvain Perouze;Saint-Pierre-d'Albigny;2019-06-07;2019-06-09
Contes Gourmands avec Yolande Demir Samedi 20 janvier à 16h à la bibliothèque;Saint-Michel-de-Maurienne;2018-01-20;2018-01-20
Visite libre.;Aime;2018-09-15;2018-09-16
Visite libre de l'exposition temporaire 2018 « La Belle Histoire des Jeux olympiques d'hiver - Focus J.O. 1968, 1992, 2018 ».;Albertville;2018-09-15;2018-09-16
Balade nature avec un animateur de la FRAPNA;Chambéry;2018-06-03;2018-06-03
Vente de choucroute garnie;Saint-Béron;2018-02-25;2018-02-25
La Grande semaine de la Petite Enfance;AIX LES BAINS;2018-03-12;2018-03-18
Visite commentée de la Salle des Délibérations;Chambéry;2015-09-19;2015-09-20
Orange Bud / Centre CCAS / Aussoix (73);Aussois;2013-08-02;2013-08-02
Portes ouvertes Inauguration Blanchisserie;Chambéry;2016-03-11;2016-03-11
Visite libre de l'église Notre Dame de l'Assomption et de la chapelle de la Visitation;Termignon;2015-09-19;2015-09-20
Exposition d'art contemporain;Grésy-sur-Isère;2015-09-19;2015-09-20
Exposition 'Hautes en couleurs - fresques médiévales des chapelles de Savoie';Bourg-Saint-Maurice;2015-09-19;2015-09-20
Visite libre de l'église Sainte Madeleine;Saint-Pierre-de-Genebroz;2015-09-19;2015-09-20
Visite libre;Montsapey;2015-09-20;2015-09-20
Exposition à la Grange du Charpentier;Montsapey;2015-09-20;2015-09-20
Festival des orgues de barbarie;Chanaz;2015-09-19;2015-09-20
Visite commentée de l'unité d'incinération de Valezan;Aime;2015-09-19;2015-09-19
Animation jeune public 'Livret jeu du jardin';Chambéry;2015-09-19;2015-09-20
Conte : 'La nuit des danseuses';Aix-les-Bains;2014-05-17;2014-05-17
Spectacle familial ' Aluminures';Saint-Michel-de-Maurienne;2014-05-17;2014-05-17
Animations pour les enfants;Cognin;2014-05-17;2014-05-17
Visites guidées (45 minutes);Chambéry;2017-09-16;2017-09-17
Les Marches: Village fondé en 1301;Les Marches;2016-09-17;2016-09-18
Clash Mob;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
Cool Jazz;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
Visite guidée gratuite;Aussois;2016-09-17;2016-09-18
Histoire amusante de la Fée Electricité;Saint-Maurice-de-Rotherens;2016-10-16;2016-10-16
28ème concours de bûcherons;Aillon-le-Jeune;2016-08-07;2016-08-07
Le Festival des Arcs rend hommage à Henri Dutilleux avec pas moins de 5 événements exceptionnels;Bourg-Saint-Maurice;2016-07-27;2016-07-27
xx;Modane;2016-10-04;2016-10-04
Les coulisses du Phare;Chambéry;2016-09-18;2016-09-18
La collection FAURE et l'exposition temporaire Ernest FILLIARD;Aix-les-Bains;2016-09-17;2016-09-18
Visite libre : Musée des Minéraux et de la Faune;Bourg-Saint-Maurice;2016-09-17;2016-09-18
Promenade citoyenne dans le centre de Chambéry;Chambéry;2016-09-17;2016-09-17
Le portrait du monde ne fait pas son âge;Chambéry;2016-09-17;2016-09-17
Chapelle Notre-Dame de Tout Pouvoir;Bozel;2016-09-16;2016-09-18
'Corps paysage, variation à quatre temps';Montmélian;2016-09-17;2016-09-18
Visite guidée du Musée Opinel;Saint-Jean-de-Maurienne;2016-10-10;2016-10-14
Blackstage;Chambéry;2017-06-21;2017-06-21
B.Y.S.;Chambéry;2017-06-21;2017-06-21
Eglise Saint Jean Baptiste à Arêches - Diocèse de Savoie - 73;Beaufort;2017-07-01;2017-07-01
Nuit d'or;Albertville;2017-09-16;2017-09-16
Assoliades 17 : les Universités d'été de la FAGE;Saint-Julien-Mont-Denis;2017-06-22;2017-06-25
Eglise Notre Dame de l'Assomption;Valloire;2017-09-16;2017-09-17
Hospice du Petit Saint-Bernard;Séez;2017-09-16;2017-09-17
Espace Saint-Eloi;Séez;2017-09-16;2017-09-17
Visite de la chapelle Saint Grat;Mâcot-la-Plagne;2017-09-16;2017-09-17
'L'église N.D de l'Assomption de Villaroger, un exemple d'Art Baroque';Villaroger;2017-09-17;2017-09-17
Nos enfants sont des anges !;Lanslevillard;2017-09-16;2017-09-16
Visite de l'espace muséographique 'secrets de fruitière';Aillon-le-Jeune;2017-09-16;2017-09-17
Visite du fort Marie-Thérèse;Avrieux;2017-09-16;2017-09-17
Eglise Saint Thomas Becket et chapelle Notre-Dame-des-Neiges;Avrieux;2017-09-16;2017-09-16
Créations - Compagnie Annecy Ballet Junior;Chambéry;2017-05-20;2017-05-20
Quand le courant passe : ça fait gzzztt !;Planay;2017-10-09;2017-10-16
Les atmosphères des planètes en réalité virtuelle;Chambéry;2017-10-07;2017-10-08
Visite libre de l'Espace Alu.;Saint-Michel-de-Maurienne;2018-09-15;2018-09-16
Circuit commenté de la vieille ville fortifiée.;Montmélian;2018-09-15;2018-09-15
150 ans du moulin de Chanaz.;Chanaz;2018-09-15;2018-09-16
Visite commentée de la ferme et d'une collection privée d'outils et d'engins agricoles anciens.;Les Marches;2018-09-15;2018-09-16
Visite commentée de la centrale hydroélectrique Alpes-Hydro de La Perrière.;Sainte-Hélène-sur-Isère;2018-09-15;2018-09-15
Visites guidées des Archives départementales.;Chambéry;2018-09-15;2018-09-16
Initiation à la spéléologie minière dans la galerie Sainte Barbe;Saint-Georges-d'Hurtières;2018-09-15;2018-09-16
Visite commentée du château des Allues.;Saint-Pierre-d'Albigny;2018-09-15;2018-09-16
Visite libre de la chapelle Notre-Dame-de-Tout-Pouvoir.;Bozel;2018-09-15;2018-09-16
Rencontre avec Arno Bertina;Chambéry;2018-01-20;2018-01-20
UN PANEL DE MÉTIERS A DÉCOUVRIR;Saint-Jean-de-Maurienne;2017-10-14;2017-10-14
King Automatic + The Big Mountain County + The Sex Organs;Barberaz;2017-11-24;2017-11-24
Journées nationales de l'architecture - du 13 et 15 octobre 2017;Aix-les-Bains;2017-10-13;2017-10-14
DéTOURnons les tours;Albertville;2018-10-21;2018-10-21
L’aluminium en Maurienne, c’est fini ?;Saint-Michel-de-Maurienne;2018-10-15;2018-10-15
Observation du Soleil en direct;Chambéry;2018-10-06;2018-10-07
Espace Montagne;Chambéry;2018-10-06;2018-10-12
Voeux Grow Spot;Challes-les-Eaux;2019-01-31;2019-01-31
Digital Montagne 2019;Chambéry;2019-04-25;2019-04-26
Visite guidée;Aillon-le-Jeune;2015-09-19;2015-09-20
La cuisine dans tous ses états;Séez;2015-09-19;2015-09-20
Exposition 'Ugine,c'est inox et rock'n roll';Chambéry;2015-09-19;2015-09-20
Visite libre de la Tour Trésorerie;Chambéry;2015-09-19;2015-09-20
Rêveries ampélographiques;Chambéry;2016-05-21;2016-05-21
Circuit 'A la redécouverte du Calvaire de Lemenc, une promenade chambérienne oubliée';Chambéry;2015-09-19;2015-09-20
Visite guidée de l'hôtel de Cordon;Chambéry;2015-09-19;2015-09-20
Visite-jeu multimédia pour les enfants;Chambéry;2015-06-05;2015-06-07
Concert de musique classique 'Violoncelle sous le Grand Arc ';Montsapey;2015-09-20;2015-09-20
Retiens la nuit - Entrer dans la lumière;Moûtiers;2014-05-17;2014-05-17
Arnito;Lescheraines;2015-11-28;2015-11-28
STAGE SEJOUR ATELIER AU JARDIN 'POTAGE' 3j en semaine;Saint-Pierre-d'Albigny;2016-04-05;2016-04-08
Visite libre du Moulin de Saint-Germain;Séez;2015-09-19;2015-09-20
Visite commentée 'Rousseau à Turin';Chambéry;2015-09-19;2015-09-20
Mémoire/s;Chambéry;2015-05-16;2015-05-16
Copinage : La Tournée des Bauges - Soirée spéciale Le Cri du Yéti;Le Châtelard;2015-04-11;2015-04-11
Pierre Menta;Beaufort;2016-03-12;2016-03-12
Spectacle exceptionnel de fauconnerie;Ugine;2014-05-17;2014-05-17
Sancta Capella;Chambéry;2017-09-16;2017-09-17
Maison traditionnelle aussoyenne.;Aussois;2017-09-16;2017-09-17
Emile Simonod, potier, peintre, poète... de Cognin;Cognin;2017-09-16;2017-09-17
Tribune Libre;Chambéry;2017-06-21;2017-06-21
Visite de la chapelle St Roch;Lanslevillard;2017-09-17;2017-09-17
Papiers peints restaurés;Chambéry;2017-09-16;2017-09-17
Visite libre de la galerie Saint Louis;Saint-Georges-d'Hurtières;2017-09-16;2017-09-17
Visite commentée du patrimoine du CHS de la Savoie;Chambéry;2017-09-16;2017-09-16
La Classe l'Oeuvre;Aix-les-Bains;2017-05-20;2017-05-20
Deux lieux de pouvoir moûtiérains : la Maison de la Coopération Intercommunale et l'ancienne mairie;Moutiers;2016-09-17;2016-09-17
Exposition : Aix côté Montagne;Aix-les-Bains;2016-09-17;2016-09-18
Journées européennes du patrimoine aux Archives départementales de la Savoie;Chambéry;2016-09-17;2016-09-18
Visite ludique du Musée Opinel;Saint-Jean-de-Maurienne;2016-10-10;2016-10-14
Visite libre : Musée de Saint-Martin;Saint-Martin-de-Belleville;2016-09-17;2016-09-18
Eglise Saint-Maurice;Chamousset;2016-09-17;2016-09-18
Simples en Fête;Mercury;2016-09-17;2016-09-18
Déplacement à Modane : visite du site  de l'ONERA et de la soufflerie de Modane;Modane;2016-04-25;2016-04-26
Spectacle - Match d’improvisation théâtrale inter-collèges - Trophée d’impro Culture amp Diversité;Chambéry;2017-03-08;2017-03-08
Soirée lecture avec Joël Vernet;Chambéry;2017-01-14;2017-01-14
Cristal Festival - Smart Renaissance;Chambéry;2016-12-14;2016-12-15
Jeu de l'érosion;Chambéry;2016-10-11;2016-10-14
Espace Montagne;Chambéry;2016-10-08;2016-10-09
Visite libre de l'Hôtel de Cordon;Chambéry;2016-09-17;2016-09-18
Eglise de la Sainte-Trinité;Peisey-Nancroix;2017-09-16;2017-09-17
VISITE DE CHANTIER  - extension de la salle polyvalente de Challes-les-Eaux;Challes-les-Eaux;2017-09-19;2017-09-19
Sciences expérimentales et technologies;Chambéry;2017-10-07;2017-10-14
Les eaux souterraines ce mystère;Cognin;2017-10-07;2017-10-07
Visite de la station d’épuration de la Praz;Saint-André;2017-10-14;2017-10-14
Idées reçues et esprit critique dans le monde des oiseaux;Chambéry;2017-10-07;2017-10-08
Écrire par la pensée;Chambéry;2017-10-07;2017-10-08
Jean-Luc Mélenchon se rend à Chambéry;Albertville;2016-11-15;2016-11-15
Expositions amp conférences 'Un week-end à l'usine';Chambéry;2016-10-14;2016-10-15
Simulation en santé;Chambéry;2016-10-15;2016-10-15
Parcours-jeu dans la ville;Aix-les-Bains;2016-09-16;2016-09-18
Fort Saint-Gobain;Villarodin-Bourget;2016-09-18;2016-09-18
Au coeur du baroque;Saint-Martin-de-Belleville;2016-09-17;2016-09-17
Eglise Saint Sigismond;Champagny-en-Vanoise;2016-09-17;2016-09-18
« Visite du chantier de Challes-les-Eaux»;Challes-les-Eaux;2017-09-01;2017-09-01
La Savoie au fil des patrimoines;Modane;2016-09-17;2016-09-17
DJ YO;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
' Notre voisin, le Rhône';Saint-Maurice-de-Rotherens;2016-10-16;2016-10-16
Les ammonites déroulées;Chambéry;2016-09-17;2016-09-18
L'habitat vu par les habitants;Albertville;2017-10-14;2017-10-14
La Grande semaine de la Petite Enfance;LA MOTTE SERVOLEX;2018-03-12;2018-03-18
La Grande semaine de la Petite Enfance;ORELLE;2018-03-12;2018-03-18
la classe, l'oeuvre ! - Autour du tableau de Claude Hugard de La Tour, La mer de glace;Chambéry;2018-05-19;2018-05-19
Visite de l'exposition permanente du museobar.;Modane;2018-09-15;2018-09-16
Conférence 'Renaissance de deux sculptures savoyardes du XVIe siècle à Chamoux, le Calvaire et la Pietà'.;Chamoux-sur-Gelon;2018-09-16;2018-09-16
Palais de justice 'Visite à deux voix'.;Chambéry;2018-09-15;2018-09-15
Découverte des glaciers.;Champagny-en-Vanoise;2018-09-15;2018-09-16
Exposition « Espace Muséographique ».;Séez;2018-09-15;2018-09-16
À la découverte de l’atelier de reliure, un savoir-faire.;Chambéry;2018-09-15;2018-09-15
Espace Saint-Eloi et église baroque Saint-Pierre;Séez;2018-09-15;2018-09-15
Du Beaufort à l'électricité;Albertville;2018-10-09;2018-10-11
Le système solaire, des débuts à son devenir;Chambéry;2018-10-13;2018-10-13
Le patrimoine géologique en France;Chambéry;2018-10-16;2018-10-16
Salon Du Vehicule Electrique Et De La Mobilite Durable;Val Disere;2018-07-01;2018-07-01
Journée de l'élimination de la discrimination raciale;Moûtiers;2019-03-20;2019-03-21
Visite libre de la Maison Faune et Flore;Ecole;2015-09-20;2015-09-20
Visite libre de deux centrales hydroélectriques;Argentine;2015-09-19;2015-09-19
La cathédrale de Moûtiers : un millénaire de créations;Moûtiers;2015-09-19;2015-09-20
Visite commentée du site;Saint-Alban-des-Hurtières;2015-09-19;2015-09-19
Le conteur Pierre Chaix sera présent;Ugine;2014-05-17;2014-05-17
'La classe, l'oeuvre';Chambéry;2014-05-17;2014-05-17
Découverte du Muséum d'Histoire Naturelle de Chambéry;Chambéry;2014-05-17;2014-05-17
Ados - Déambulation théâtralisée avec Antoine GUILLOT, commédien;Aix-les-Bains;2015-05-16;2015-05-16
Découverte d'un chalet de montagne 'Le Chalet du Tour';Montsapey;2015-09-19;2015-09-19
Allées contées;Chambéry;2015-09-19;2015-09-19
Visite libre et commentée de l'Exposition Aix côté Lac - De l’occupation à l’aménagement des bords du lac : utopies et réalités;Aix-les-Bains;2015-09-19;2015-09-20
Parcours découverte 'Du réseau au labo';Chambéry;2015-09-19;2015-09-19
Exposition 'Le Château, la Savoie, dix siècles d'histoire';Chambéry;2015-09-19;2015-09-20
Les églises de la reconstruction;Modane;2015-09-19;2015-09-19
